id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2390070,Room in Rio de Janeiro - World Cup,12208442,Larissa,,Leblon,-22.98041,-43.22114,Private room,1033,2,0,,,1,365,0,
2487936,Beautiful sunny studio in landmark building,4137206,Marcos,,Glória,-22.92246,-43.17342,Entire home/apt,200,4,36,2022-04-24,0.50,1,0,9,
2440405,リオ日本人宿(シェアアパート)Zico,12474889,Shingo,,Centro,-22.90814,-43.18999,Shared room,45,10,4,2015-02-24,0.04,1,87,0,
2440469,Suite with air condition. and park,11652759,Elzbieta,,Santa Teresa,-22.92508,-43.18735,Private room,200,2,1,2015-02-18,0.01,2,0,0,
2390901,Quarto aconchegante no JB/RJ,12212110,Patricia,,Jardim Botânico,-22.95945,-43.20771,Private room,955,1,0,,,1,365,0,
2392479,Available for female guests,12221400,Nany,,Marechal Hermes,-22.85467,-43.36386,Shared room,170,1,0,,,1,365,0,
2440627,World cup 2014 (close to Maracanã),1473104,Elizabeth,,Tijuca,-22.92494,-43.22339,Entire home/apt,1000,4,0,,,1,365,0,
2441538,"Apto conjugado proximo ao metro com vaga,Flamengo",12481379,Mauricio Jose,,Flamengo,-22.93102,-43.17601,Entire home/apt,110,6,8,2017-06-30,0.08,1,173,0,
2489727,Private room in Ipanema,12744082,Bruno,,Ipanema,-22.98703,-43.19502,Private room,110,1,146,2022-06-17,2.05,2,329,26,
2393093,STUDIO  IPANEMA/ARPOADOR & CLOSE TO COPACABANA,34105,Giselle,,Ipanema,-22.98684,-43.19396,Entire home/apt,160,3,47,2022-05-03,0.47,2,235,12,
2394235,Home Hostel Cantagalo,12230524,Favela Home Hostel Cantagalo,,Ipanema,-22.98475,-43.198,Private room,60,3,4,2019-09-16,0.05,1,365,0,
2505216,"Near the jungle, near the city",12824024,Levindo,,São Conrado,-22.98485,-43.26757,Private room,314,2,1,2022-01-02,0.18,1,88,1,
2508774,Quarto em Ipanema - Private room in Ipanema,12744082,Bruno,,Ipanema,-22.9879,-43.19496,Private room,110,1,79,2022-01-02,0.81,2,156,1,
2510087,APART HOTEL LINDO  NA QUADRA DO MAR,22123293,Beatriz,,Copacabana,-22.97505,-43.18857,Entire home/apt,600,4,2,2020-02-25,0.07,3,9,0,
2512399,5 Star Hotel Sheraton Barra Rio,12860912,Marcelo,,Barra da Tijuca,-23.00997,-43.32582,Private room,1807,2,0,,,1,363,0,
2441756,Studio Copacabana 1 block f/ beach,12482516,Mariana,,Copacabana,-22.96449,-43.17411,Entire home/apt,400,4,33,2020-03-04,0.33,2,171,0,
2441948,Apart Marcelo - Lapa/Rezende,6903777,Marcelo,,Centro,-22.91417,-43.18619,Entire home/apt,125,4,5,2021-09-21,0.10,2,253,2,
2394710,JÓIA OLÍMPICA! Faça tudo a pé,12233126,Felipe,,Barra da Tijuca,-22.97358,-43.39681,Entire home/apt,289,2,13,2022-06-05,3.22,1,84,13,
2444510,Alugo quarto,12498232,Eduardo,,Cavalcanti,-22.87664,-43.31546,Private room,350,1,0,,,1,365,0,
2445702,"CARNAVAL NO RIO, o melhor de todos !",12498389,Luci,,Copacabana,-22.96819,-43.18199,Entire home/apt,170,6,15,2020-02-27,0.15,1,354,0,
2514664,New apartment Maracanã,12872158,Allan Jacques,,Tijuca,-22.91674,-43.22103,Entire home/apt,800,1,2,2019-10-06,0.03,1,362,0,
2515697,1- AMAZING FLAT IN RIO DE JANEIRO 201/301,10796926,Sugar Loft Apartments,,Santa Teresa,-22.91822,-43.18301,Entire home/apt,173,1,123,2022-05-30,1.27,15,333,18,
2515801,Apt in the heart of Santa Teresa!,12860378,Christiana,,Santa Teresa,-22.91895,-43.18922,Entire home/apt,700,4,2,2017-03-01,0.03,1,362,0,
2395010,"Apt. Rent for season, 3 Bedrooms in Leblon",12234661,Edna,,Leblon,-22.97952,-43.22022,Entire home/apt,380,3,91,2022-06-07,0.90,3,206,15,
2577626,Leblon  Penthouse  Ocean View 240  Mt   240 mega,8553024,Eunice,,Leblon,-22.9886,-43.22612,Entire home/apt,1396,3,32,2022-05-08,0.76,1,59,16,
2515902,Bucolic Eco Art House Borges Suite,12878407,Pablo And Gloria,,Laranjeiras,-22.94143,-43.19448,Private room,119,2,85,2020-12-19,0.88,12,167,0,
2515926,Equipped flat in Cosme Velho,12878849,Helena,,Cosme Velho,-22.93916,-43.20237,Entire home/apt,133,365,0,,,1,0,0,
2515976,2- AMAZING FLAT IN RIO DE JANEIRO 201/301,10796926,Sugar Loft Apartments,,Santa Teresa,-22.9169,-43.18123,Hotel room,197,1,145,2022-06-12,1.47,15,351,20,
2516064,2- FLAT WITH SUGAR LOAF MONTAIN VIEW 203 / 303,10796926,Sugar Loft Apartments,,Santa Teresa,-22.91708,-43.1818,Entire home/apt,244,1,110,2022-06-12,1.77,15,351,50,
2445823,Apartment refurbished in Sta Teresa,10587558,Jean-Marie Et Juliana,,Santa Teresa,-22.91859,-43.18463,Entire home/apt,140,15,27,2022-01-05,0.28,1,167,3,
2447139,Excelent Apartament in Lapa,12513787,Nélia,,Centro,-22.91118,-43.18255,Entire home/apt,1033,10,0,,,1,365,0,
2449498,bed & brekfast in front of the sea,10371137,Marivani,,Barra de Guaratiba,-23.07244,-43.56695,Private room,300,1,6,2016-12-13,0.07,3,0,0,
2449643,bed&breakfast infront of the sea,10371137,Marivani,,Barra de Guaratiba,-23.07039,-43.56645,Private room,320,1,6,2021-07-25,0.09,3,312,1,
2450438,"Place for 4, 3 blocks from the beach, with wi-fi!",4658256,Vania & Hélio,,Copacabana,-22.97627,-43.19345,Entire home/apt,146,4,13,2020-03-17,0.13,5,0,0,
2577888,2 room welcoming apartment,13201491,Pedro Young,,Jardim Botânico,-22.95896,-43.20437,Entire home/apt,1450,1,0,,,1,365,0,
2451427,LOFT VISTA PÃO DE AÇÚCAR/SUGAR LOAF,12534563,Suellen,,Botafogo,-22.94979,-43.1801,Entire home/apt,254,7,10,2022-05-21,0.10,1,93,6,
2451652,Apartamento 2 quartos e sala amplo,12535588,André,,Freguesia (Jacarepaguá),-22.94053,-43.35757,Entire home/apt,1000,7,0,,,1,365,0,
2451883,A must see! The World Cup is HERE!,12536628,Evandro,,Higienópolis,-22.87415,-43.26147,Shared room,380,3,0,,,3,365,0,
2516384,"Penthouse Views, American Standards",8728557,Stan,,Glória,-22.91993,-43.17965,Entire home/apt,1549,4,0,,,1,0,0,
2516464,On Sale apartment Copa n´Ipanema!,5060612,Gabriel,,Copacabana,-22.98277,-43.19317,Entire home/apt,460,4,26,2022-03-03,0.29,3,356,7,
2577997,Casa espaçosa a 3 qdrs do Maracanã,11990158,Terezinha,,Vila Isabel,-22.91888,-43.23568,Entire home/apt,1200,10,0,,,2,363,0,
2578081,Apartamento moderno e amplo Recreio,13202672,Conceição,,Recreio dos Bandeirantes,-23.02237,-43.45488,Entire home/apt,3098,5,0,,,1,365,0,
2580109,Quiet and Cozy Recreio beach,2728279,Antonio,,Recreio dos Bandeirantes,-23.01478,-43.45194,Entire home/apt,300,2,29,2022-06-09,0.34,2,327,7,
2518549,Hostel DANDAN - World Cup(Maracanã),12517260,Roberto,,Tijuca,-22.91849,-43.22097,Private room,250,1,0,,,1,365,0,
2452761,wonderful apartment on Lapa,12080407,Natascha,,Centro,-22.91456,-43.1864,Entire home/apt,150,2,129,2022-05-22,1.33,1,240,20,
2453459,3 BLOCKS FROM THE BEACHES OF COPACABANA/IPANEMA,12431812,Zuzu,,Copacabana,-22.98431,-43.19319,Entire home/apt,1000,10,9,2020-01-05,0.09,2,258,0,
2581778,"2) Lapa, Downtown/RJ: Room for 2!",592995,Paulo Roberto,,Santa Teresa,-22.91447,-43.18971,Private room,144,3,3,2014-07-15,0.03,2,365,0,
2581939,Apê minimalista num ponto privilegiado do Leblon,13221616,Marcel,,Leblon,-22.98569,-43.22376,Entire home/apt,500,1,4,2021-10-12,0.10,1,353,1,
2519138,"Aconchegante, apto completo e perto do metrô",12439673,Leticia,,Botafogo,-22.95145,-43.18781,Entire home/apt,160,3,20,2022-06-18,0.31,1,318,7,
2582364,Leblon 50 meters from the beach,9689241,Georg,,Leblon,-22.98739,-43.22318,Entire home/apt,480,3,11,2022-04-10,0.11,1,348,5,
2453735,Pacotes para a final da COPA!!,12546844,Jose Alexandre,,Vila Isabel,-22.91822,-43.25648,Entire home/apt,1342,1,0,,,1,365,0,
2582442,Linda Cobertura c/ Piscina -  4 Quartos,13223606,Patricia,,Copacabana,-22.96316,-43.181606,Entire home/apt,1200,3,16,2022-05-15,0.24,1,274,9,
2454776,Copa NOVOc/jardim CondominioFechado,12552779,Cristina,,Copacabana,-22.9741,-43.1924,Entire home/apt,318,4,2,2019-03-05,0.03,2,156,0,
2519844,Green and quiet Jardim Botanico,12899841,Bernardo,,Jardim Botânico,-22.96309,-43.21916,Entire home/apt,700,15,0,,,1,365,0,
2582796,New Apt Leme/Copa -view 100%Forest,990481,Alexandre,,Leme,-22.96144,-43.17088,Entire home/apt,543,5,5,2019-01-02,0.06,1,58,0,
2520025,Cozzy small penthouse ap in Ipanema,12900873,Oswalber,,Ipanema,-22.98651,-43.19734,Entire home/apt,700,30,0,,,1,364,0,
2520060,Belo apartamento junto ao Maracanã,12901059,Fabio,,Maracanã,-22.91373,-43.22303,Entire home/apt,850,2,2,2016-08-21,0.03,1,365,0,
2520113,Ilha da Gigóia: um paraíso no coração do Rio…,10283748,Paulo,,Barra da Tijuca,-23.00247,-43.30903,Private room,3000,5,0,,,2,365,0,
2456982,VERSATILE APTO CLOSE TO EVERYTHING,12346048,Marlon,,Rio Comprido,-22.92528,-43.21069,Entire home/apt,500,1,0,,,1,365,0,
2582937,Apartment in Copacabana,13225596,Maria Aparecida,,Copacabana,-22.97803,-43.19239,Entire home/apt,264,3,2,2016-02-10,0.02,1,59,0,
2458427,Cozy place in a bucolic street,1921047,Tiago,,Botafogo,-22.95303,-43.19534,Entire home/apt,230,3,14,2022-04-29,0.14,1,327,3,
2585442,Leblon- apto 2bedrooms/2 baths,11243184,Luiza,,Leblon,-22.97752,-43.22084,Entire home/apt,2000,30,1,2014-07-03,0.01,1,358,0,
2588020,Luxuoso apt 2 quartos em ipanema.,4873555,Pedro,,Ipanema,-22.9822,-43.19958,Entire home/apt,774,1,0,,,11,348,0,
2589200,Leblon apartment - newly renovated,13256552,Richard,,Leblon,-22.9846,-43.23266,Entire home/apt,475,1,1,2015-02-18,0.01,1,171,0,
2459417,FRENTE MAR -BARRA DA TIJUCA-PEDRA DE ITAUNA- RJ,12574813,Andre,,Barra da Tijuca,-23.01133,-43.42371,Entire home/apt,403,3,1,2016-01-16,0.01,1,0,0,
2461715,COPA BRANDNEW! DESIGN /GREAT VIEW!!,4428126,Cesar,,Copacabana,-22.96644,-43.18141,Entire home/apt,387,1,9,2022-04-24,0.09,4,361,4,
2520137,World Cup 2014 in Copacabana,12901439,Daniela,,Copacabana,-22.9648,-43.17421,Entire home/apt,2581,30,0,,,1,365,0,
2589709,Apartment for the World Cup,13258735,Veronica,,Tijuca,-22.91756,-43.21908,Entire home/apt,850,1,0,,,1,365,0,
2590071,Charmoso apto. na Rua Dias Ferreira,13260420,Denise,,Leblon,-22.98588,-43.22847,Entire home/apt,200,3,18,2020-03-28,0.25,3,0,0,
2590568,lovely 3BD in best of Rio,2061412,Liliane,,Leblon,-22.9843,-43.22797,Entire home/apt,4241,2,4,2017-07-21,0.06,1,365,0,
2521549,Conforto na zona sul do Rio.,12909391,Leila,,Flamengo,-22.93731,-43.17661,Entire home/apt,300,2,3,2015-10-21,0.03,1,335,0,
2465621,30 Dias na Copa do Mundo(Maracanã),12607898,Eduardo,,Vila Isabel,-22.92073,-43.23682,Entire home/apt,1000,1,0,,,1,365,0,
2590654,Room next Maracanã RJ,13262995,Mario,,Grajaú,-22.91956,-43.26214,Private room,200,1,0,,,1,365,0,
2465848,apartment in Ipanema. en-suite,12609102,Rose,,Ipanema,-22.98403,-43.20358,Entire home/apt,186,3,283,2022-06-06,3.11,1,264,31,
2521627,C101 - RIO DE JANEIRO - COPACABANA BEACH,12909867,Giovanni,,Copacabana,-22.97882,-43.18881,Entire home/apt,460,2,26,2022-03-04,0.27,38,267,2,
2523115,Quarto Duplo AT,12918208,Valeria,,Todos os Santos,-22.89385,-43.28477,Private room,137,2,3,2016-11-16,0.04,3,240,0,
2590985,Jardim Botânico- Somente Copa Mundo,13215734,Marcio,,Jardim Botânico,-22.95788,-43.20337,Entire home/apt,1100,34,0,,,1,365,0,
2523418,Best Place to stay during Olympics Copacabana,12862576,Roberio,,Copacabana,-22.96722,-43.18475,Entire home/apt,450,90,4,2018-01-05,0.05,1,365,0,
2523728,Apt  2 quartos em Copacabana,11880094,Debora,,Copacabana,-22.97882,-43.1912,Entire home/apt,300,5,33,2022-01-21,0.34,1,334,4,
2466067,Beachfront apartment in Copacabana,12610218,Yamen,,Copacabana,-22.97227,-43.184,Entire home/apt,1915,2,2,2014-09-17,0.02,1,362,0,
2591465,"GREAT PROPERTY, SEA VIEW, 2 BEDROOMS",13266529,Cristiane,,Barra da Tijuca,-23.01097,-43.33055,Entire home/apt,382,2,93,2022-06-04,1.05,1,310,17,
2466357,penthouse overlooking Lagoa,12611893,Stella,,Lagoa,-22.96486,-43.20149,Entire home/apt,2581,3,0,,,1,365,0,
2592321,Apartamento Cachambi,13270891,Jose,,Cachambi,-22.88684,-43.27597,Entire home/apt,375,1,0,,,1,365,0,
2466580,Loue ap 2 ch. à Rio  - Aluga apto 2 qtos no Rio,12613301,Christophe,,Copacabana,-22.96763,-43.18113,Entire home/apt,239,2,6,2019-03-06,0.06,1,142,0,
2466836,The penthouse terrace: a paradise in Copacabana,3535482,Sergio,,Copacabana,-22.96975,-43.19054,Entire home/apt,225,3,240,2022-04-09,2.46,8,343,13,
2524581,Maracanã House,12926061,Rafael,,Maracanã,-22.91224,-43.2196,Private room,671,1,0,,,1,365,0,
2525017,Loft in Rio de Janeiro,7959805,Rodrigo,,Glória,-22.91991,-43.17935,Entire home/apt,250,3,8,2022-04-24,0.11,1,160,2,
2525435,CaviRio PI903 | Pet friendly apartment perfect for couples near the beach,1381764,Pineapples,,Copacabana,-22.9619,-43.1749,Entire home/apt,320,2,100,2022-06-05,1.01,21,336,16,
2525446,Apartamento perto do Pão de Açúcar,5184566,Mariana,,Urca,-22.94465,-43.1609,Entire home/apt,420,4,2,2016-08-14,0.02,2,349,0,
2525622,Anticipate your next holiday!,9465134,Aline,,Botafogo,-22.95173,-43.17653,Shared room,1000,5,4,2016-08-17,0.04,2,365,0,
2526062,Leblon Luxury Contemporary,12670638,Marilia,,Leblon,-22.98643,-43.23085,Entire home/apt,5679,4,0,,,1,363,0,
2592761,Studio in Copacabana Beach,13273754,Edson,,Copacabana,-22.97616,-43.19114,Entire home/apt,123,3,83,2022-06-20,2.50,1,64,39,
2526465,"ARTE, DESIGN E VISTA INCRÍVEL!",12937000,Beto,,Botafogo,-22.94769,-43.18372,Entire home/apt,350,2,1,2014-05-06,0.01,1,87,0,
2467139,Copacabana a poucos passos do mar,7926707,Sandra,,Copacabana,-22.97785,-43.18953,Entire home/apt,207,2,14,2022-04-23,0.15,1,352,3,
2594098,Apartment Olympics Games - Maracanã,13281778,Leonardo,,Vila Isabel,-22.92151,-43.24121,Entire home/apt,950,1,0,,,1,365,0,
2467298,Suite frente ao mar. Sofisticação,12617921,Cláudia,,Barra da Tijuca,-23.01375,-43.29803,Private room,232,2,64,2022-03-01,0.64,1,0,2,
2467517,Relax and Enjoy!,12510879,Fábio E Maiara,,Flamengo,-22.93007,-43.17467,Entire home/apt,240,2,39,2019-03-05,0.40,1,0,0,
2467891,2 Bedrooms Ipanema great location,12482516,Mariana,,Ipanema,-22.98108,-43.20196,Entire home/apt,723,3,31,2020-02-29,0.31,2,177,0,
2469301,Copa Apto/casaNOVOcondomínioFechado,12552779,Cristina,,Copacabana,-22.97347,-43.19422,Entire home/apt,980,4,3,2014-07-13,0.03,2,7,0,
2470398,"Cobertura de luxo, Lagoa, acomoda 8",12634394,Paulo,,Ipanema,-22.97889,-43.19769,Entire home/apt,3000,15,0,,,1,365,0,
2528584,"Sea view at copacabana, close to Lagoa and Ipanema",12948513,Juliana,,Lagoa,-22.97708,-43.19753,Entire home/apt,315,5,0,,,1,83,0,
2595841,"Copacabana ROOM AND LIVING ROOM, GO",13291724,Luiz,,Copacabana,-22.97321,-43.19235,Entire home/apt,620,3,0,,,1,358,0,
2530079,Comfy Room for 2 people (only $80!),12956129,Vanessa,,Paciência,-22.92875,-43.63425,Private room,412,1,0,,,1,365,0,
2471196,Copacabana posto 6,12637993,Lilian,,Copacabana,-22.98196,-43.19228,Entire home/apt,1000,7,0,,,1,365,0,
2472488,Happy new year!Copacabana beach 3 bedroom!,12644787,Monica,,Lagoa,-22.9737,-43.20747,Entire home/apt,400,2,4,2019-01-01,0.04,3,211,0,
2596757,Lovely Apartment at Lagoa,13282781,Felipe,,Lagoa,-22.97261,-43.20562,Entire home/apt,4130,1,0,,,1,365,0,
2473016,Charming view over the Christ,12647896,Marcelo,,Botafogo,-22.95857,-43.19061,Entire home/apt,129,2,4,2015-09-27,0.04,3,327,0,
2531548,WORLD CUP - TIJUCA BRASIL,12964501,Aline,,Maracanã,-22.91655,-43.22341,Entire home/apt,700,2,0,,,1,365,0,
2598991,Copa do mundo - 1km do Maracanã,13281065,Tereza,,São Francisco Xavier,-22.90704,-43.23946,Entire home/apt,1300,1,0,,,1,365,0,
2599256,Penthouse close to Maracanã,13310176,Raquel,,Andaraí,-22.92288,-43.24685,Private room,600,2,0,,,1,364,0,
2531801,Apart 2 blocks away from Maracana,12965789,Beatriz,,Maracanã,-22.919,-43.23473,Entire home/apt,900,7,0,,,1,365,0,
2531989,Studio at Barra.,12967105,Ildefonso,,Barra da Tijuca,-23.00998,-43.36793,Entire home/apt,246,2,176,2022-06-05,1.84,2,171,17,
2532010,Casa 3 suites vista linda,12967202,Igor,,Itanhangá,-22.99766,-43.31414,Entire home/apt,2400,2,0,,,2,365,0,
2534592,LINDA COBERTURA  NA BARRA PRÓXIMO À PRAIA,497736,Joana,,Barra da Tijuca,-23.0131,-43.3052,Entire home/apt,6712,3,0,,,2,364,0,
2473019,Excellent Leblon Rio Next To Beach,12647926,Cabral,,Leblon,-22.98372,-43.22326,Entire home/apt,653,2,73,2022-03-02,0.78,1,90,8,
2473279,Réveillon no Rio de Janeiro,12649171,Tiago,,São Francisco Xavier,-22.9059,-43.24367,Entire home/apt,480,1,0,,,1,365,0,
2599345,Apartamento 3 quartos no leblon,12234661,Edna,,Leblon,-22.97833,-43.21897,Entire home/apt,700,3,2,2015-08-11,0.02,3,317,0,
2599441,apartamento em copacabana vista mar,13311155,Jorge,,Copacabana,-22.98131,-43.19114,Private room,1000,1,0,,,1,365,0,
2473323,Ótima localização Barra da Tijuca!,12650247,Rita,,Barra da Tijuca,-23.00443,-43.32676,Private room,90,2,206,2022-06-19,2.09,1,334,45,
2473669,Copacabana 02 single bed 03 blocks from beach,12029822,Leopoldo,,Copacabana,-22.9647,-43.18295,Private room,200,2,15,2019-10-06,0.15,2,365,0,
2535302,Cobertura no Baixo Gávea!,12982550,Bianca,,Gávea,-22.97191,-43.22641,Entire home/apt,4130,5,0,,,1,365,0,
2599535,Apartment for the World Cup 2014,11824679,Leopoldo,,Rio Comprido,-22.92012,-43.20955,Entire home/apt,1549,5,0,,,1,365,0,
2535661,Aluguel de ap para a Copa 2014,12985086,Cristiana,,Grajaú,-22.92281,-43.26656,Entire home/apt,1400,20,0,,,1,365,0,
2535707,Praça São Salvador central sossego,12933528,Monica,,Laranjeiras,-22.93369,-43.18085,Entire home/apt,500,2,9,2017-02-28,0.09,2,263,0,
2473738,Quarto em Santa Teresa/Laranjeiras,12590191,Rodrigo,,Santa Teresa,-22.93373,-43.19836,Private room,300,1,0,,,1,365,0,
2600036,Penthouse Triplex Apartment in Leblon,13314467,Paulo Roberto Martins,,Leblon,-22.98187,-43.22205,Entire home/apt,186,2,52,2020-01-02,0.54,1,8,0,
2473900,Reveillon New Year apartment in Rio,12653137,Marwin,,Praça da Bandeira,-22.90994,-43.21319,Entire home/apt,145,4,3,2016-08-25,0.03,1,83,0,
2473992,Copacabana three single beds,12029822,Leopoldo,,Copacabana,-22.96465,-43.18288,Private room,400,3,20,2022-01-02,0.21,2,0,1,
2600789,Duplex House - 5 min. Maracanã,13318755,Severino Felinto,,Maracanã,-22.91611,-43.23359,Entire home/apt,500,5,2,2016-08-17,0.03,1,364,0,
2476093,Charme e conforto na quadra da praia de Ipanema,5700957,Gisele,,Ipanema,-22.98512,-43.21048,Entire home/apt,311,3,92,2022-05-16,0.92,1,84,20,
2536676,Copacabana 3 qt Frente para o mar,12989221,Angela,,Leme,-22.96428,-43.1693,Entire home/apt,1800,6,5,2019-03-09,0.06,1,277,0,
2536702,Barra - Lindo Apto frente a praia,12989278,Fabíola,,Barra da Tijuca,-23.00869,-43.34967,Entire home/apt,1890,4,10,2018-01-23,0.11,1,333,0,
2600881,apartamento ipanema,13319267,Elisabeth,,Ipanema,-22.98433,-43.20321,Entire home/apt,1200,7,7,2021-01-03,0.09,1,164,0,
2536745,Cobertura com Vista Cinematográfica,12989490,Christoph,,Lagoa,-22.96751,-43.20052,Entire home/apt,1000,2,21,2021-08-22,0.69,1,79,4,
2660588,Room with great location!,1907930,Marcelo,,Flamengo,-22.93873,-43.17747,Entire home/apt,285,2,16,2022-01-18,0.18,1,345,1,
2601095,Great place!! posto 6 Copacabana RJ,13320401,Isadora,,Copacabana,-22.98066,-43.1901,Entire home/apt,2500,3,3,2018-01-02,0.04,1,365,0,
2604103,Amazing ocean front high-end apt,2435850,Renato,,Copacabana,-22.97947,-43.19064,Entire home/apt,3614,5,0,,,1,0,0,
2536814,Nice apartment in copacabana,12989380,Damásia,,Copacabana,-22.97054,-43.1852,Private room,123,3,38,2022-01-04,0.38,1,42,1,
2604279,Alugo apto para copa / rent a flat,13338035,Cynthia,,Recreio dos Bandeirantes,-23.02245,-43.48829,Entire home/apt,800,7,0,,,1,365,0,
2664136,Studio Ipanema charming view garden up to 3 guest,13635061,Adriana,,Ipanema,-22.98696,-43.19478,Entire home/apt,594,1,100,2022-03-21,1.08,11,270,1,
2664267,RJ Tijuca  Metrô Saens Pena p/ 8 pessoas,13636241,Ionice,,Tijuca,-22.92663,-43.22829,Entire home/apt,350,1,12,2022-06-19,0.12,3,360,4,
2664290,3 Entire luxury 3 suites up to 9 guest beach 100 m,13635061,Adriana,,Copacabana,-22.97903,-43.19105,Entire home/apt,439,1,30,2022-05-24,0.31,11,244,6,
2604836,Apartment to World Cup in Brazil,13340414,Moyses,,Jacarepaguá,-22.96681,-43.3962,Entire home/apt,516,3,0,,,1,358,0,
2664963,Heart of Ipanema: the best location!,13639453,Solange,,Ipanema,-22.98754,-43.19858,Entire home/apt,425,2,221,2022-06-14,2.49,1,197,29,
2665205,"Nice apartment, near subway",10509502,Daniela,,Flamengo,-22.9394,-43.17916,Entire home/apt,150,2,15,2022-05-17,0.15,3,113,6,
2666134,Aluga-se cobertura,13056791,Sandro,,Tijuca,-22.9228,-43.23362,Entire home/apt,1000,30,0,,,1,365,0,
2666306,World Cup - Apartment in Rio,13646655,Sefora,,Recreio dos Bandeirantes,-23.01461,-43.45107,Entire home/apt,1291,1,0,,,1,365,0,
2538346,Coração do Rio Lapa 2 qts com toda infraestrutura,12997321,Cleide,,Centro,-22.91319,-43.18638,Entire home/apt,699,5,6,2022-02-28,0.06,1,349,2,
2539099,Comfort and Design in Copacabana,12673608,Ellen & Luiz,,Copacabana,-22.97347,-43.18863,Entire home/apt,327,1,84,2022-05-24,0.86,1,126,23,
2604958,Ótimo apartamento,13264777,Marcio,,Jacarepaguá,-22.95447,-43.31874,Entire home/apt,1500,1,0,,,1,365,0,
2666977,Amazing Lux 1000 ft² Apartment at Copacabana Beach,3462794,Guilherme & Leonardo,,Leme,-22.96275,-43.1727,Entire home/apt,349,2,174,2022-05-31,2.34,1,228,34,
2607653,Apartamento Próximo ao Maracanã,13353818,Marcus,,Tijuca,-22.9312,-43.23873,Entire home/apt,2009,1,0,,,1,365,0,
2539558,"Rio de Janeiro, Lagoa Copacabana Ip",13003440,Marcelo,,Lagoa,-22.97605,-43.19531,Entire home/apt,250,2,123,2022-06-19,1.22,1,350,22,
2607831,Carioca Studio near Copacabana beach,10896846,Dalva,,Copacabana,-22.97079,-43.18827,Entire home/apt,133,3,118,2022-06-20,1.22,2,167,15,
2541997,Apto Maracanã,13016764,Karla,,Tijuca,-22.92089,-43.22435,Entire home/apt,1000,1,0,,,1,365,0,
2542775,2 Bedroom apartment - WorldCup 2014,11831084,Luciana,,Laranjeiras,-22.94252,-43.19303,Entire home/apt,1050,7,0,,,1,365,0,
2668251,Beautiful Studio ( RJ - Center),13658569,Marcio,,Centro,-22.91468,-43.18534,Entire home/apt,230,4,3,2018-01-27,0.03,1,0,0,
2670314,Fantastic Penthouse sea/forest view,13496307,Nelson,,Gávea,-22.97671,-43.23245,Entire home/apt,4800,5,0,,,1,365,0,
2670325,STUDIO  PRAIA DE COPACABANA VISTA MAR-72,13664216,Maria Lucia,,Copacabana,-22.98247,-43.18925,Entire home/apt,480,5,6,2021-07-10,0.06,28,82,1,
