id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2398851,House Rio de Janeiro. World Cup.,12194898,Gil,,Santa Teresa,-22.91673,-43.18167,Entire home/apt,2000,1,0,,,1,365,0,
2282916,Botafogo 2 bedroom apartment,11659750,Alessandra,,Botafogo,-22.95707,-43.18299,Entire home/apt,1000,14,0,,,1,365,0,
2282975,Santa Teresa agréable 3 pièces,10525654,Alexandra,,Santa Teresa,-22.92054,-43.18562,Entire home/apt,380,3,0,,,1,365,0,
2336651,The Claridge Residence Service,11933736,Luiz,,Leblon,-22.98291,-43.22652,Hotel room,1492,1,10,2020-02-28,0.10,3,365,0,
2283224,Flat Praia da Barra 4px,513685,Carlos,,Barra da Tijuca,-23.00854,-43.34519,Entire home/apt,360,3,0,,,4,363,0,
2399938,Excelente Flat Copacabana,7432136,Mirella,,Copacabana,-22.97718,-43.19371,Entire home/apt,200,2,11,2020-02-26,0.11,1,34,0,
2337260,Residência c/ serviços de apto.,11936557,Daniel,,Barra da Tijuca,-23.00609,-43.3216,Entire home/apt,1300,5,0,,,1,365,0,
2338538,2 Bedroom Condo Mandala,11943784,Alfredo,,Barra da Tijuca,-23.00278,-43.37824,Entire home/apt,400,2,12,2021-01-03,0.16,1,344,0,
2400437,Astonishing view + Perfect location,2287909,Alexandre,,Vidigal,-22.99086,-43.23018,Entire home/apt,650,5,3,2020-01-02,0.04,1,360,0,
2401467,Carnival 2019 - The best,1144461,Rachel,,Copacabana,-22.98181,-43.19504,Entire home/apt,1300,5,3,2020-01-03,0.03,2,153,0,
2283279,A 2 minutos da Praia de Copacabana!,713884,Isabel,,Copacabana,-22.96976,-43.1845,Entire home/apt,180,2,35,2022-05-03,0.35,1,355,8,
2283286,Alugo Apto Copacabana FDS e Feriado,11661949,Andrea,,Copacabana,-22.96646,-43.1821,Entire home/apt,250,1,1,2016-08-11,0.01,2,162,0,
2339395,Confortável quarto com vista,11948545,Maria Joceli,,Humaitá,-22.95891,-43.20224,Private room,200,7,0,,,1,365,0,
2283600,Beautiful apartment Rio de Janeiro,11663764,Monica,,Santa Teresa,-22.91546,-43.18319,Entire home/apt,280,1,3,2022-06-10,0.80,1,196,3,
2403554,Fantastic penthouse with private pool!  @Ipanema,4729785,Alexandre,,Ipanema,-22.984785,-43.195496,Entire home/apt,520,3,157,2022-06-06,1.73,3,146,27,
2341248,Charming apartment at Botafogo,9802687,Renata,,Botafogo,-22.9531,-43.19018,Entire home/apt,536,2,7,2019-10-06,0.10,1,355,0,
2404320,Apartamento 1 Quarto Vila Pan,12287801,Marcio,,Jacarepaguá,-22.97081,-43.35796,Entire home/apt,200,20,5,2019-06-30,0.07,1,358,0,
2287152,4 BDRM at Lagoa. Amazing View!,11684790,Marcio,,Lagoa,-22.9753,-43.19713,Entire home/apt,3098,10,0,,,1,365,0,
2342928,APARTAMENTO LAPA - RIO DE JANEIRO,11965048,Flávia,,Centro,-22.91236,-43.18198,Shared room,300,1,12,2020-01-07,0.12,1,364,0,
2343102,"Top house with loft, two square to Maracanã",8119419,Gustavo,,Tijuca,-22.91683,-43.22247,Entire home/apt,1000,3,0,,,1,365,0,
2289159,DISPONIVEL PARA COPA DO MUNDO 2014,11693555,Orlando,,Barra da Tijuca,-23.00906,-43.34521,Entire home/apt,3924,30,0,,,1,365,0,
2405206,TOTAL RELAX - COPACABANA / LEME,11656828,Beth,,Leme,-22.9612,-43.16954,Private room,159,3,309,2022-06-12,3.06,2,171,30,
2345628,CANTINHO DA PAZ,10912478,Hilda Regina,,Vargem Grande,-22.96691,-43.48895,Private room,64,5,3,2019-10-07,0.07,2,88,0,
2410793,LOVELY PRIVATE APARTMENT- COPACABANA/IPANEMA BEACH,12320913,Marcus,,Copacabana,-22.9869,-43.19098,Entire home/apt,202,2,111,2022-06-09,1.43,1,239,39,
2411803,"Santa Teresa near subway. Space, comfort, view.",7507394,Débora,,Santa Teresa,-22.9209,-43.18121,Entire home/apt,140,3,4,2022-04-05,0.06,1,124,3,
2290948,Charming apartment in Rio!,11703424,Barbara,,Humaitá,-22.95562,-43.1999,Entire home/apt,1033,10,0,,,1,365,0,
2346165,Apartamento Larenjeiras Residence,11982042,Fernanda,,Laranjeiras,-22.93404,-43.18527,Entire home/apt,550,5,0,,,1,353,0,
2291281,Lindo 2 Quartos  / praia Copacabana,11704955,Marilucia,,Copacabana,-22.981,-43.19522,Entire home/apt,210,3,4,2017-02-28,0.04,1,95,0,
2291402,BEST OF IPANEMA CLOSE COPACABANA,9232145,Olivia,,Ipanema,-22.98413,-43.20066,Entire home/apt,180,4,162,2022-06-12,1.64,2,120,28,
2413202,The best of Copacabana,9232145,Olivia,,Copacabana,-22.97857,-43.19098,Entire home/apt,134,5,192,2022-06-18,1.99,2,112,20,
2347667,Fique no coração do Maracanã!,11990158,Terezinha,,Vila Isabel,-22.91886,-43.23741,Entire home/apt,400,10,0,,,2,363,0,
2413517,Charming room at Ipanema,12336171,Mônica,,Ipanema,-22.98361,-43.19856,Private room,220,2,38,2022-04-25,0.38,1,290,3,
2413781,Apartamento pertinho da praia,12322513,Rose,,Barra da Tijuca,-23.01096,-43.41864,Entire home/apt,1500,1,0,,,1,365,0,
2291726,Beautiful Apartment Leblon Beach,11707463,Jose Luis,,Leblon,-22.98671,-43.23081,Entire home/apt,5163,1,0,,,1,365,0,
2347864,QUARTO NA URCA! QUARTO ATÉ 3 PESSOAS!,10823485,Vania,,Urca,-22.946,-43.1616,Private room,387,3,2,2020-01-04,0.02,7,0,0,
2348208,Amazing and perfect located RJ,9554535,Maria Cristina,,Gávea,-22.97738,-43.22863,Entire home/apt,6195,1,0,,,1,365,0,
2294517,Elegant 2BR OceanView Copacabana,11721441,Andreas,,Copacabana,-22.98259,-43.19077,Entire home/apt,465,4,53,2022-05-15,0.69,1,144,12,
2414031,SENSACIONAL 3 QTS FLAMENGO CARNAVAL,12339528,Lu,,Flamengo,-22.93312,-43.1769,Entire home/apt,3990,15,0,,,1,365,0,
2348240,"❤1 Minute to the Beach, 2 Min to Subway❤",11992425,Vinicius,,Copacabana,-22.97803,-43.19066,Entire home/apt,140,4,372,2022-06-14,3.82,6,275,41,
2349343,Beautiful Mini apartment in Glória,11997903,Izabela,,Glória,-22.92028,-43.17777,Entire home/apt,145,2,273,2022-06-17,2.71,2,305,57,
2414243,"#Copacabana VIP,  Studio-Posto2, beach block, view",6005451,Tereza,,Copacabana,-22.96485,-43.17481,Entire home/apt,160,7,66,2022-01-27,0.71,5,158,2,
2415735,Comfortable Studio.,12347511,Alexandre,,Copacabana,-22.96834,-43.18569,Entire home/apt,105,2,290,2022-06-13,2.93,1,265,56,
2297117,Quarto confortável na Tijuca,11731761,Ana Beatriz,,Tijuca,-22.93553,-43.2402,Private room,180,1,0,,,1,365,0,
2297326,Ocean Front Appartment With Amenities,1762102,Hilda,,Barra da Tijuca,-23.010077,-43.371208,Entire home/apt,403,3,4,2022-04-25,1.05,2,313,4,
2350021,Great Room in Santa Teresa - vegan breakfast,12000002,Luciana,,Santa Teresa,-22.92016,-43.18205,Private room,95,3,13,2018-02-14,0.13,2,0,0,
2297780,Tranquilidade e conforto entre Copacabana e Lagoa,11732240,Tery,,Ipanema,-22.9775,-43.19554,Private room,187,2,13,2022-03-01,0.18,2,196,8,
2416400,Apartamento Ilha do Governador COPA,12350233,Debora,,Portuguesa,-22.80121,-43.20897,Entire home/apt,750,1,0,,,1,360,0,
2416600,CHARMING FLAT BY THE BEACH OF IPANEMA,12351117,Adriana,,Ipanema,-22.98596,-43.19904,Entire home/apt,187,8,12,2022-06-14,0.12,4,291,7,
2416654,Quarto / Santa Teresa,12351301,André,,Santa Teresa,-22.92558,-43.18875,Private room,240,3,0,,,1,365,0,
2350217,Sinta se em casa!,12000957,Gisele,,Centro,-22.9144,-43.18859,Entire home/apt,250,3,1,2015-02-18,0.01,1,365,0,
2350757,"QUARTOS P/ CARNAVAL, COPA DO MUNDO",12003718,Rossana,,Centro,-22.91473,-43.17727,Private room,360,5,0,,,1,365,0,
2351221,Wonderful two bedrooms - Bora Bora Resort,12006153,José,,Barra da Tijuca,-22.97402,-43.38749,Entire home/apt,1050,3,0,,,1,353,0,
2353745,Comfy suite with WiFi,9731675,Gricel,,Humaitá,-22.95595,-43.19946,Private room,126,2,9,2017-07-01,0.09,1,70,0,
2416701,Apto 3 qtos predio antigo charmoso,10445257,Natacha,,Laranjeiras,-22.93927,-43.19169,Entire home/apt,1549,1,0,,,2,365,0,
2416931,Cozy 3 BR in 1930' beautifull build,10445257,Natacha,,Laranjeiras,-22.93901,-43.19155,Entire home/apt,3098,1,0,,,2,365,0,
2417092,Stunning views in Laranjeiras,12353203,Claudia,,Laranjeiras,-22.93553,-43.19514,Entire home/apt,643,2,3,2020-03-01,0.03,1,63,0,
2354264,Great apartment in Copacabana,5242942,Wagner,,Copacabana,-22.96834,-43.18741,Entire home/apt,320,2,25,2022-04-24,0.26,1,46,3,
2354972,Apartamento moderno em Copacabana,12025019,Isabel,,Copacabana,-22.96946,-43.18493,Entire home/apt,380,3,8,2022-02-17,0.08,1,294,2,
2417676,"wifi, cable TV,Zona Sul,near Metrô",12324894,Fábio,,Flamengo,-22.93279,-43.17675,Entire home/apt,774,4,0,,,1,365,0,
2418923,APARTAMENTO 500M MARACANA COM CLUBE,7730257,Jonh,,Tijuca,-22.92406,-43.21849,Entire home/apt,499,10,0,,,1,365,0,
2355867,Cozy place in Leme Beach,12030147,Valéria,,Leme,-22.964,-43.17177,Private room,258,3,20,2022-03-04,0.20,1,88,1,
2356037,Metro Station 50m: Budget Studio Copacabana Beach,4986394,Renata,,Copacabana,-22.97566,-43.19175,Entire home/apt,181,2,52,2022-06-14,0.54,4,90,12,
2356477,Studio super charmoso na Glória,9051582,Vanessa,,Glória,-22.91971,-43.17478,Entire home/apt,180,3,2,2014-06-27,0.02,1,356,0,
2419083,"RENT FOR JAN e FEB 2022, VERY COZY",12363634,Ana Paula,,Botafogo,-22.95488,-43.19437,Entire home/apt,1000,2,0,,,1,365,0,
2357066,APARTAMENTO MOBILIADO  COPA 2014,12037134,Marcia,,Cachambi,-22.88493,-43.28106,Entire home/apt,371,30,0,,,1,365,0,
2419564,2 suítes total infraestrutura!!!,12366161,Rosane,,Leblon,-22.97942,-43.22147,Entire home/apt,565,4,0,,,1,0,0,
2298025,Comfortable room in Copacabana,11737718,Raphael,,Copacabana,-22.96296,-43.1817,Private room,100,1,20,2022-04-27,0.20,1,355,1,
2360342,Apartamento próximo ao Maracanã,3758455,Milla,,Lins de Vasconcelos,-22.91117,-43.28086,Entire home/apt,229,5,3,2020-02-29,0.03,1,139,0,
2298212,Penthouse at Copacabana Beach,11631956,Marga E Carlos,,Copacabana,-22.96219,-43.17802,Entire home/apt,191,6,70,2022-04-26,0.69,1,84,11,
2299649,Flat Cama de Casal Vista Pedr Gavea,9234258,Alexandre,,Barra da Tijuca,-23.01499,-43.30431,Entire home/apt,350,3,3,2022-04-11,0.04,4,237,2,
2419833,Rio de Janeiro! Quarto solteiro!,11699040,Maria,,Tijuca,-22.94562,-43.25517,Private room,131,2,2,2020-01-02,0.02,1,363,0,
2360431,APT0  FRENTE IDEAL  P/  CASAL - TEMP CURTA E LONGA,9725950,Maria Eliza,,Copacabana,-22.96654,-43.19013,Entire home/apt,150,4,8,2020-06-06,0.08,4,81,0,
2361521,The CARIOCA NEW DESIGN,4284876,Silvia,,Ipanema,-22.98341,-43.20398,Entire home/apt,215,2,141,2022-05-02,1.45,11,287,27,
2361602,WONDERFUL COPACABANA - IT IS ALSO FOR SALE,12061033,Carlys,,Copacabana,-22.96658,-43.1914,Entire home/apt,399,3,15,2021-11-14,0.19,3,63,2,
2361889,BARRA OCEAN PENTHOUSE,12061033,Carlys,,Barra da Tijuca,-23.01005,-43.35105,Entire home/apt,364,3,39,2022-06-12,0.43,3,79,8,
2362174,#RIO FANTASTIC VIEW OF BARRA BEACH,12050153,Maria Soledad,,Joá,-23.01115,-43.29303,Private room,1446,2,0,,,1,365,0,
2420263,Casa Barra da Tijuca em condomínio,12370947,Luiz,,Barra da Tijuca,-23.00901,-43.42345,Entire home/apt,1514,2,52,2022-05-29,0.61,1,271,9,
2301281,Quiet and Cozy apart nearCopacabana,4023020,Renata,,Lagoa,-22.9759,-43.19941,Entire home/apt,450,4,6,2022-04-26,0.07,1,358,2,
2364384,Excelente apartamento em Ipanema,12076898,Claudia,,Ipanema,-22.98184,-43.19868,Entire home/apt,300,7,13,2022-01-05,0.18,1,287,1,
2301394,2 bedroom apartment in Copacabana,11754317,Carlos,,Copacabana,-22.97567,-43.18909,Entire home/apt,800,15,0,,,1,365,0,
2421783,charme de uma casa familiar,12379059,Carlos Orlando,,Campinho,-22.88624,-43.34384,Entire home/apt,900,2,0,,,1,365,0,
2422228,"Charming, well decorated flat",3729950,Andre,,Jacarepaguá,-22.96823,-43.38754,Entire home/apt,381,5,1,2020-10-31,0.05,1,198,0,
2364604,Leblon Best Spot near Beach & Lagoa,1115262,Marcel,,Leblon,-22.9794,-43.22049,Private room,1027,7,14,2015-05-30,0.14,1,90,0,
2366515,Apto  amplo  proximo da praia .,12088865,Lindalva,,Recreio dos Bandeirantes,-23.01934,-43.45535,Private room,400,2,0,,,2,357,0,
2301415,Peace and safety with best price!,1404492,Luiza,,Laranjeiras,-22.9379,-43.18894,Entire home/apt,250,4,26,2022-01-24,0.26,1,0,4,
2367189,available carnaval 4 Bdroom  for 10 people!,11551739,Elisa,,Copacabana,-22.97036,-43.18692,Entire home/apt,559,5,0,,,9,2,0,
2367365,Quarto em cobertura aconchegante ao lado metrô,8729955,Fany,,Copacabana,-22.96526,-43.17985,Private room,260,1,11,2020-02-26,0.13,1,353,0,
2301864,"Arpoador, Copacabana e Ipanema",6488762,Bernardo,,Copacabana,-22.98264,-43.19177,Entire home/apt,1400,2,13,2022-03-02,0.17,1,354,2,
2302030,World Cup in Copacabana for 4,11757003,Eduardo,,Copacabana,-22.97094,-43.18665,Entire home/apt,300,30,0,,,1,88,0,
2302715,guilherme,11706874,Guilherme,,Anil,-22.95221,-43.32944,Entire home/apt,2700,10,0,,,1,365,0,
2304544,"Charmoso apartamento, rua tranquila",11669791,Louise,,Laranjeiras,-22.93439,-43.17999,Entire home/apt,1300,10,0,,,1,88,0,
2304688,OLIMPÍADAS 2016,10405816,Eurico,,Ipanema,-22.98767,-43.18991,Entire home/apt,750,7,0,,,1,364,0,
2306767,Studio in Copacabana Beach,11386725,Carolina,,Copacabana,-22.96477,-43.17605,Entire home/apt,140,4,132,2022-03-27,1.32,7,351,12,
2307745,Penthouse in Leblon,11731810,Marcel,,Leblon,-22.9832,-43.23136,Entire home/apt,12907,1,0,,,1,365,0,
2367996,STUDIO  VERY CHARMING IN LEBLON,22123293,Beatriz,,Leblon,-22.98648,-43.22838,Entire home/apt,500,4,2,2019-01-27,0.05,3,10,0,
2307891,"Charming House, 1 BD, patio with hammock",11786744,Pablo,,Humaitá,-22.9555,-43.19943,Private room,200,1,3,2014-07-08,0.03,1,0,0,
2309065,Casa da Santa Room Recanto do Saguy,4168313,Matthieu,,Santa Teresa,-22.91672,-43.19224,Private room,414,2,2,2022-01-03,0.05,5,364,1,
2309085,"CHARMOSO STUDIO COLADO NA PRAIA. POSTO 6. AR, WIFI",6217672,Fernando,,Copacabana,-22.98319,-43.1899,Entire home/apt,170,3,29,2022-05-10,0.37,7,20,6,
2369481,Two blocks from Barra Beach.,11788112,Elizabeth,,Barra da Tijuca,-23.01093,-43.31364,Entire home/apt,706,20,3,2016-08-21,0.03,1,113,0,
2309998,"Quiet, bright and comfortable",11796463,Regina,,Laranjeiras,-22.94274,-43.19016,Entire home/apt,350,4,11,2022-06-19,0.18,1,214,4,
2310980,*PERFECT* Barra Beach Front 3-Bedroom Apartment!,3759571,Alex,,Barra da Tijuca,-23.00892,-43.32882,Entire home/apt,568,3,134,2022-06-19,1.88,1,118,33,
2312206,Cozy flat in Copacabana/Ipanema,1618486,Denise,,Ipanema,-22.98353,-43.19567,Entire home/apt,244,2,18,2022-04-24,0.18,2,342,2,
2370137,Apto Bairro centro do RJ,10811037,Marcelo,,Centro,-22.89889,-43.18046,Shared room,286,1,0,,,1,365,0,
2371038,Espaço perfeito para os mais diversos eventos!,8140796,Alexandre,,Guaratiba,-22.98317,-43.55682,Entire home/apt,2000,1,8,2016-07-04,0.08,1,363,0,
2312561,Luxury Beautiful Apartment in Rio,11809985,Louis,,Copacabana,-22.96537,-43.18241,Entire home/apt,382,30,2,2015-01-02,0.02,1,358,0,
2313221,Copacabana - Modern Apartment,11812904,Roberto,,Copacabana,-22.97509,-43.1922,Entire home/apt,264,3,2,2021-01-12,0.02,1,0,0,
2371101,Flat in Lapa for the FIFA World CUP,12112763,Marcella,,Santa Teresa,-22.91477,-43.18361,Entire home/apt,1000,15,0,,,1,365,0,
2371507,Beach Block - View to Atlantic,12115199,Alastair & Sheila,,Copacabana,-22.97418,-43.18772,Entire home/apt,360,3,155,2022-05-25,1.59,3,239,13,
2314640,"Cozy apart,center of Rio de Janeiro",11819316,Denis,,Cidade Nova,-22.91013,-43.202221,Entire home/apt,104,1,5,2021-10-26,0.07,1,120,3,
2371642,Apartment near Olympic Park,12115730,Flávia,,Recreio dos Bandeirantes,-23.01589,-43.46039,Entire home/apt,1000,7,0,,,1,89,0,
2315061,Ipanema flat. Luxury building,11821486,Bruno,,Ipanema,-22.98473,-43.19852,Entire home/apt,600,3,40,2022-06-02,0.41,1,161,10,
2372644,Artist apartment in Copacabana,12120645,Sylvia,,Copacabana,-22.97457,-43.18922,Entire home/apt,380,3,19,2022-03-01,0.19,1,302,6,
2422520,MANSION FOR OLYMPICS GAMES 2016,12382361,João Arthur,,Barra da Tijuca,-22.99434,-43.40571,Entire home/apt,4000,7,0,,,1,365,0,
2373089,MAGNIFICENT VIEW OF COPACABANA BEACH,12123021,Manuela,,Copacabana,-22.97923,-43.18963,Entire home/apt,400,2,12,2020-02-26,0.12,1,325,0,
2422745,So close of tourist attractions :),12187716,Mônica,,Centro,-22.90991,-43.17277,Private room,97,5,76,2022-05-30,0.78,2,354,12,
2315128,QUARTO - COPA DO MUNDO,5258161,Paola,,Vila Isabel,-22.91813,-43.24164,Private room,300,1,1,2014-06-20,0.01,1,365,0,
2373328,Alugo apt 2 quartos Barra da Tijuca,12124443,Valesca,,Barra da Tijuca,-23.00649,-43.33063,Entire home/apt,1510,1,0,,,1,365,0,
2424446,Beach Front Duplex resident-hotel,12390861,Matheus,,Recreio dos Bandeirantes,-23.02441,-43.45369,Entire home/apt,443,5,16,2022-02-25,0.18,1,112,3,
2374048,alugo para copa do mundo.,730751,Bruna,,Maracanã,-22.91423,-43.22787,Entire home/apt,1000,1,4,2016-08-24,0.04,1,365,0,
2425773,Rent for World Cup near Maracanã!,12398020,Ana,,Tijuca,-22.92137,-43.23409,Entire home/apt,2163,1,0,,,1,365,0,
2315662,Excelente quarto na Lagoa,11824882,Maria Candida,,Lagoa,-22.96211,-43.20596,Private room,500,1,0,,,1,365,0,
2376222,Olympics Games 2016 in Botafogo,8217798,Patricia,,Botafogo,-22.94887,-43.18113,Entire home/apt,550,3,6,2020-02-26,0.06,2,2,0,
2317466,Fabulous Suite in Botafogo,11835173,Bernardo,,Botafogo,-22.95728,-43.1842,Entire home/apt,399,7,4,2015-01-04,0.04,2,357,0,
2318512,COBERTURA NO MARACANA,11840547,Flavia,,Maracanã,-22.91311,-43.23058,Entire home/apt,2173,15,0,,,1,365,0,
2318611,Charming apartment in Leblon,11841079,Maria Isabel,,Leblon,-22.98428,-43.21604,Entire home/apt,150,2,141,2021-08-31,1.40,1,1,3,
2319472,Apartment near Praia do Pepê,11845358,Denise,,Barra da Tijuca,-23.00902,-43.30797,Entire home/apt,2000,10,0,,,1,363,0,
2319919,Nice place at Copacabana Beach,11209355,Claudio,,Copacabana,-22.96438,-43.17556,Entire home/apt,450,1,10,2022-04-26,0.11,1,295,1,
2320149,Silent modern apartment in Zona Sul,11704491,Roberto,,Laranjeiras,-22.93233,-43.17946,Entire home/apt,260,7,18,2022-05-02,0.18,2,290,5,
2320291,Ap Luxo Maracanã/Vila Isabel Rj,4376064,Locap,,Vila Isabel,-22.91329,-43.23934,Entire home/apt,620,2,10,2021-11-30,0.14,4,362,2,
2425933,"Melhor localização, praia e metro",10599325,Luiz,,Copacabana,-22.97031,-43.18833,Entire home/apt,180,3,15,2021-12-01,0.18,2,340,5,
2426124,quarto para 2 pessoas para carnaval,12400187,Adriana,,Barra da Tijuca,-23.00952,-43.29822,Shared room,700,4,0,,,1,365,0,
2426873,Apt near Maracana soccer stadium,12405542,Wander,,Engenho Novo,-22.90705,-43.26854,Entire home/apt,1446,7,0,,,1,365,0,
2428313,Cozy Loft @  Ipanema Beach Graciosa Cobertura Ip,12402804,Vera Lucia,,Ipanema,-22.98599,-43.19341,Private room,250,2,30,2022-04-28,0.30,4,352,9,
2428706,Studio Urca,11665561,Eduardo,,Urca,-22.94753,-43.16188,Entire home/apt,74,3,287,2022-06-19,2.98,1,311,52,
2429505,4 BEDROOM PENTHOUSE in Rio de Janeiro,12417540,Tatiana,,Barra da Tijuca,-23.00917,-43.31163,Entire home/apt,850,1,85,2022-06-20,0.91,1,343,24,
2429837,Vistão no melhor ponto da praia da Barra,10599325,Luiz,,Barra da Tijuca,-23.01252,-43.32261,Entire home/apt,400,3,6,2020-01-22,0.07,2,289,0,
2376850,Best part of famous Copacabana beach w/garage,12143050,Felipe,,Copacabana,-22.973934,-43.187626,Entire home/apt,265,3,4,2022-06-19,2.73,1,57,4,
2430584,Confortable 2 Bedrooms in Humaitá,4906155,Rafael,,Botafogo,-22.95916,-43.19618,Entire home/apt,1291,4,0,,,1,365,0,
2476117,1- FLAT WITH SUGAR LOAF MOUNTAIN VIEW 203 /303,10796926,Sugar Loft Apartments,,Santa Teresa,-22.91774,-43.18101,Entire home/apt,244,1,154,2022-06-12,1.69,15,324,34,
2377289,Copacabana beach room,12144834,Felipe Levi,,Copacabana,-22.96091,-43.1756,Shared room,929,1,0,,,1,365,0,
2476890,Flat-Room Ocean View - 5 guests,12645092,Gilcélia,,Leme,-22.96121,-43.17067,Entire home/apt,96,2,96,2022-05-21,0.98,2,168,18,
2477081,Three Bedroom Apartment in Leblon,1430897,Flavia & Nando,,Leblon,-22.982544,-43.22263,Entire home/apt,300,7,38,2022-01-10,0.39,2,145,6,
2432146,Best Place for Rio 2016 Olympics Games,12431577,Paula,,Tijuca,-22.91985,-43.22629,Entire home/apt,463,7,1,2016-08-20,0.01,1,365,0,
2379205,The VIEW of RIO! Discounts for lease until Dec/20,10649854,Djamila,,Leblon,-22.984442,-43.232979,Entire home/apt,808,3,85,2022-05-29,1.63,1,145,24,
2380417,Quarto entre o mar e a montanha,12145032,Tania,,Alto da Boa Vista,-22.96923,-43.29895,Private room,120,3,4,2019-10-07,0.05,1,364,0,
2433205,"New Studio - fresh, clean, Copacabana!",10865002,Raphael,,Copacabana,-22.97079,-43.18791,Entire home/apt,215,4,4,2022-01-06,0.04,1,351,3,
2477889,Apartmento na Tijuca,12673423,Gilberto,,Tijuca,-22.93558,-43.24726,Private room,193,5,2,2016-07-29,0.03,2,365,0,
2382952,APARTAMENTO 2 QUARTOS RESORT,12173432,Christiano,,Barra da Tijuca,-22.99974,-43.4148,Entire home/apt,1000,30,0,,,1,365,0,
2383150,Apartamento Lagoa prox Competicoes (min 3 diarias),12174285,Raimundo,,Lagoa,-22.96727,-43.20762,Entire home/apt,22600,2,3,2017-02-28,0.03,1,365,0,
2478146,Bora Bora Barra Apartment,12675172,Patrick,,Barra da Tijuca,-22.9734,-43.38934,Entire home/apt,585,2,0,,,1,171,0,
2435260,Barra  da TIJUCA  Joa  suíte de 45m,12446817,Riva,,Joá,-23.00753,-43.28667,Private room,500,3,2,2021-05-05,0.06,3,365,0,
2383310,Confortable apartment in Ipanema,319672,Valeria,,Ipanema,-22.98418,-43.19454,Entire home/apt,264,3,364,2022-06-18,3.74,5,239,43,
2384047,Excelente Apartamento-Glória-RIO,12177859,Excelente Loft,,Glória,-22.9216,-43.1725,Entire home/apt,120,4,25,2022-06-20,0.32,1,348,14,
2385118,WORLDCUPLuxury apartment in Ipanema,12182244,Ilana,,Ipanema,-22.9816,-43.21313,Entire home/apt,3000,1,0,,,1,365,0,
2435329,Lovely 2 Floors Apt with Ocean View,12447140,Mariana,,Vidigal,-22.99523,-43.23603,Entire home/apt,500,1,5,2017-03-01,0.05,2,365,0,
2436070,Room - Copacabana ★★★★(Safe Street),12447579,Pedro,,Copacabana,-22.96191,-43.18036,Private room,150,1,0,,,3,360,0,
2436189,Suite-Copacabana ★★★★ (Safe Street),12447579,Pedro,,Copacabana,-22.96431,-43.18349,Private room,550,1,9,2016-08-16,0.09,3,365,0,
2436869,WORLD CUP - APARTMENT NEAR MARACANÃ,12454832,Claudio Dos Santos,,Maracanã,-22.91739,-43.23531,Entire home/apt,1300,1,0,,,1,365,0,
2479163,CONFORTABLE ROOM COPACABANA BEACH,12644787,Monica,,Copacabana,-22.97567,-43.19488,Private room,450,4,0,,,3,216,0,
2385233,3 bedroom in the best of Ipanema,12183101,Raquel,,Ipanema,-22.98335,-43.20714,Entire home/apt,749,3,57,2022-05-26,0.59,1,138,11,
2385479,Apartamento Barra vista para o mar.,12184417,Roberto,,Barra da Tijuca,-23.00899,-43.34479,Entire home/apt,5163,4,0,,,1,365,0,
2479508,COPA 2014,9511978,Valérie,,Tijuca,-22.91652,-43.22934,Entire home/apt,29866,12,0,,,1,365,0,
2437337,Great Apt between lake and beach.,12457476,Rafael,,Ipanema,-22.98051,-43.20118,Entire home/apt,1110,7,0,,,2,365,0,
2385600,Quarto no  pulmão de Copacabana !!!,12185270,Celina,,Copacabana,-22.98072,-43.19208,Private room,120,5,9,2022-04-29,0.21,3,333,3,
2386406,Leblon Penthouse pool 4 bedr -220m2,12190056,Roberta,,Leblon,-22.98144,-43.22413,Entire home/apt,3329,1,1,2017-02-12,0.02,1,365,0,
2439234,"Jeux olympique rio de janeiro,",12469160,Joel,,Vila Isabel,-22.9109,-43.24067,Private room,217,7,2,2016-08-27,0.03,1,365,0,
2482494,Apartment Steps to Copacabana Beach,12705920,Danny,,Copacabana,-22.97957,-43.18921,Entire home/apt,418,3,4,2022-04-25,0.05,2,355,1,
2386461,Carnaval in Copacabana!,12028215,Julia,,Copacabana,-22.9657,-43.18637,Entire home/apt,1291,4,7,2019-01-01,0.07,1,365,0,
2386626,Cup Brazil 2014 - Rio de Janeiro,12191217,João,,Santa Cruz,-22.92145,-43.6827,Shared room,773,1,0,,,1,365,0,
2485816,Estratégico Confortável 3Bdr 3Bath Botafogo,12720359,Maria,,Botafogo,-22.94893,-43.18408,Entire home/apt,464,2,128,2022-05-30,1.71,1,182,8,
2439395,"Copacabana beach block, near subway",12469698,Dani,,Copacabana,-22.96952,-43.1842,Entire home/apt,178,4,219,2022-06-02,2.17,4,101,24,
2386942,"2 quartos, Botafogo, Olimpíadas",12120707,Juliana,,Botafogo,-22.94678,-43.19053,Entire home/apt,1000,7,0,,,1,365,0,
2388553,Loft duplex: vista panorâmica Rio.,12202063,Ricardo,,Glória,-22.91708,-43.17609,Entire home/apt,670,2,0,,,1,365,0,
2388761,3 BEDROOMS - 100 mt. FROM  BEACH,12081213,Flavio,,Copacabana,-22.97869,-43.19122,Entire home/apt,300,5,15,2017-04-17,0.16,2,0,0,
2487809,Modern 2BD in the heart of Leblon,10779237,Raquel,,Leblon,-22.98479,-43.22292,Entire home/apt,450,5,26,2022-06-01,0.27,1,208,3,
